txn_id,utr_ref,date,time,from_account_no,from_account_name,from_bank,to_account_no,to_account_name,to_bank,amount,mode
TXN00044,UTR827500591992,2024-02-08,21:15:17,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,68040380973,Sunil Malik,ICICI Bank,45000,NEFT
TXN00267,UTR958572119072,2024-02-09,06:17:33,64733283579,Nikhil Sharma,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,NEFT
TXN00724,UTR951330855261,2024-02-09,06:32:28,78264257436,Naveen Kumar Sharma,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,IMPS
TXN01079,UTR711653428477,2024-02-09,06:52:13,99323421683,Tanvi Joshi,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,IMPS
TXN00381,UTR353162567497,2024-02-09,09:42:01,80450816830,Chhotu Ansari,SBI,79909315319,Pranay Dutta Roy,Axis Bank,500,IMPS
TXN01090,UTR210181981871,2024-02-09,10:44:03,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,93902439957,Aditya Rathore,Axis Bank,18000,NEFT
TXN00276,UTR224923385879,2024-02-09,13:10:41,08198427361,Amit Verma,SBI,80450816830,Chhotu Ansari,SBI,1200,RTGS
TXN00717,UTR451798865602,2024-02-09,18:44:52,41992454521,Anita Rani,Axis Bank,69705333835,Priya Singh,SBI,4000,IMPS
TXN00213,UTR241660045840,2024-02-09,22:51:45,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,65580053757,Kavita Devi,Bank of Baroda,18000,NEFT
TXN01320,UTR599130256546,2024-02-10,06:16:32,76092570588,Deepak Yadav,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,UPI
TXN01338,UTR347370286212,2024-02-10,08:08:55,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,35059071685,Sunita Rawat,HDFC Bank,35000,NEFT
TXN00951,UTR454341828944,2024-02-10,09:42:58,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,41492355953,Arjun Mehta,ICICI Bank,60000,NEFT
TXN00250,UTR291016969803,2024-02-10,17:24:21,64733283579,Nikhil Sharma,Punjab National Bank,76092570588,Deepak Yadav,SBI,4000,IMPS
TXN01347,UTR495476084867,2024-02-10,17:50:55,35059071685,Sunita Rawat,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,NEFT
TXN01296,UTR367777145752,2024-02-10,18:30:28,52365451928,Farhana Begum,Kotak Mahindra Bank,76092570588,Deepak Yadav,SBI,4000,IMPS
TXN01123,UTR313915968020,2024-02-10,22:02:14,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,71327117523,Ishita Bose,SBI,35000,NEFT
TXN01020,UTR825795027827,2024-02-10,22:39:33,64281559570,Rohan Kapoor,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,Cash Withdrawal
TXN00628,UTR379560658175,2024-02-10,23:30:21,68826141830,Suresh Kumar Jain,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,UPI
TXN01175,UTR973399518508,2024-02-11,06:33:37,75073462726,Meera Nair,ICICI Bank,18633362450,Ajay Yadav,HDFC Bank,4000,UPI
TXN00935,UTR221385663984,2024-02-11,07:24:36,41492355953,Arjun Mehta,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,IMPS
TXN00153,UTR966949730771,2024-02-11,13:36:43,54219677717,Deepak Chaudhary,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,Cash Withdrawal
TXN00131,UTR987070265947,2024-02-11,17:02:49,42679916140,Imran Sheikh,HDFC Bank,80450816830,Chhotu Ansari,SBI,1200,NEFT
TXN00192,UTR668999218736,2024-02-12,08:01:56,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,43686792403,Salman Qureshi,SBI,45000,NEFT
TXN00536,UTR816085411257,2024-02-12,09:28:30,44396022575,Chandu Meena,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,IMPS
TXN00990,UTR156407138340,2024-02-12,20:21:27,23680352646,Simran Kaur,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,UPI
TXN01134,UTR919421666984,2024-02-12,20:40:11,71327117523,Ishita Bose,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,NEFT
TXN00978,UTR624300681167,2024-02-12,21:48:58,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,23680352646,Simran Kaur,Kotak Mahindra Bank,22000,NEFT
TXN00897,UTR367056944699,2024-02-13,08:51:00,79909315319,Pranay Dutta Roy,Axis Bank,35059071685,Sunita Rawat,HDFC Bank,500,Cash Withdrawal
TXN00427,UTR453643710518,2024-02-13,10:22:41,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,88481678051,Munna Tyagi,Punjab National Bank,35000,NEFT
TXN01291,UTR267097499372,2024-02-13,13:00:03,52365451928,Farhana Begum,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,Cash Withdrawal
TXN00293,UTR296240711305,2024-02-13,18:28:52,08198427361,Amit Verma,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,Cash Deposit
TXN00310,UTR507723771350,2024-02-13,23:20:02,08198427361,Amit Verma,SBI,32412415786,Rakesh Kumar,SBI,500,RTGS
TXN00572,UTR428582167049,2024-02-13,23:53:45,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,24798510995,Rustam Ali,Bank of Baroda,35000,NEFT
TXN01159,UTR380201637343,2024-02-14,11:19:17,09094330418,Karan Malhotra,HDFC Bank,55933722348,Vikas Tomar,ICICI Bank,7500,NEFT
TXN01298,UTR548459719008,2024-02-14,14:01:21,52365451928,Farhana Begum,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,UPI
TXN00522,UTR536319552630,2024-02-14,18:09:23,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,82760561101,Guddi Bai,SBI,60000,NEFT
TXN01402,UTR505519762001,2024-02-14,23:56:51,32437664397,Manoj Tiwari,Kotak Mahindra Bank,68040380973,Sunil Malik,ICICI Bank,2500,IMPS
TXN01004,UTR687131438390,2024-02-15,06:16:24,64281559570,Rohan Kapoor,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,Cash Withdrawal
TXN00258,UTR215484649200,2024-02-15,06:47:29,64733283579,Nikhil Sharma,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,NEFT
TXN00392,UTR657154116007,2024-02-15,09:57:24,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,05606834229,Lakhan Singh Bhatti,SBI,35000,NEFT
TXN00726,UTR559943467291,2024-02-16,06:35:32,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,78264257436,Naveen Kumar Sharma,SBI,35000,NEFT
TXN01201,UTR647690995751,2024-02-16,09:43:47,65117077513,Abid Khan,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,IMPS
TXN00205,UTR654598266341,2024-02-16,15:00:03,65580053757,Kavita Devi,Bank of Baroda,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,UPI
TXN01280,UTR338778571935,2024-02-16,17:04:06,52365451928,Farhana Begum,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,RTGS
TXN00982,UTR784498009028,2024-02-16,22:15:24,23680352646,Simran Kaur,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,Cash Withdrawal
TXN00147,UTR698963207832,2024-02-17,12:02:55,54219677717,Deepak Chaudhary,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,Cash Withdrawal
TXN01077,UTR495080809942,2024-02-17,14:24:30,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,99323421683,Tanvi Joshi,HDFC Bank,18000,NEFT
TXN00243,UTR947278912789,2024-02-17,16:52:15,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,64733283579,Nikhil Sharma,Punjab National Bank,45000,NEFT
TXN00043,UTR643845526980,2024-02-17,23:31:46,68040380973,Sunil Malik,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,NEFT
TXN00422,UTR106432087809,2024-02-18,10:17:01,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,88481678051,Munna Tyagi,Punjab National Bank,35000,NEFT
TXN01271,UTR160348773638,2024-02-18,13:50:13,52365451928,Farhana Begum,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,RTGS
TXN00962,UTR532467266578,2024-02-18,18:23:23,23680352646,Simran Kaur,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,UPI
TXN01262,UTR153729538002,2024-02-18,22:42:21,64162634588,Rajesh Sinha,SBI,43588299843,Kavya Reddy,HDFC Bank,4000,UPI
TXN00683,UTR314127529499,2024-02-19,07:08:36,18056893044,Ramesh Chandra Pandey,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,RTGS
TXN00771,UTR306500419618,2024-02-19,09:05:52,44760461844,Farhan Ahmed,Punjab National Bank,71327117523,Ishita Bose,SBI,7500,UPI
TXN00549,UTR955171358345,2024-02-19,09:39:28,44396022575,Chandu Meena,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,UPI
TXN01356,UTR907780436066,2024-02-19,15:58:56,35059071685,Sunita Rawat,HDFC Bank,88481678051,Munna Tyagi,Punjab National Bank,1200,IMPS
TXN00008,UTR329746875688,2024-02-19,21:45:39,32412415786,Rakesh Kumar,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,UPI
TXN00596,UTR513568239332,2024-02-20,13:16:47,49471531912,Mahesh Chand Gupta,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,Cash Withdrawal
TXN01177,UTR593323523219,2024-02-20,17:16:58,75073462726,Meera Nair,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,Cash Deposit
TXN00744,UTR859325851158,2024-02-20,17:50:39,78264257436,Naveen Kumar Sharma,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,RTGS
TXN00956,UTR621708048364,2024-02-21,08:13:46,41492355953,Arjun Mehta,ICICI Bank,23680352646,Simran Kaur,Kotak Mahindra Bank,2500,UPI
TXN00865,UTR990560292522,2024-02-21,11:48:16,94695183670,Vivek Malhotra,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,NEFT
TXN01084,UTR214801599393,2024-02-21,13:29:35,93902439957,Aditya Rathore,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,IMPS
TXN01073,UTR307580867097,2024-02-21,15:16:41,99323421683,Tanvi Joshi,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,RTGS
TXN00930,UTR348171613716,2024-02-21,23:07:47,41492355953,Arjun Mehta,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,RTGS
TXN00125,UTR802351500364,2024-02-21,23:21:21,42679916140,Imran Sheikh,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,Cash Withdrawal
TXN00365,UTR904289202945,2024-02-22,11:24:10,80450816830,Chhotu Ansari,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,Cash Deposit
TXN00329,UTR579040906436,2024-02-22,14:31:16,16568651026,Bhola Prasad,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,RTGS
TXN01074,UTR589930053957,2024-02-22,17:33:18,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,99323421683,Tanvi Joshi,HDFC Bank,18000,NEFT
TXN01101,UTR121674274935,2024-02-23,17:38:42,93902439957,Aditya Rathore,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,IMPS
TXN00171,UTR913957193950,2024-02-23,19:57:02,43686792403,Salman Qureshi,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,NEFT
TXN00183,UTR399354823688,2024-02-23,20:19:03,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,43686792403,Salman Qureshi,SBI,60000,NEFT
TXN01413,UTR470238255757,2024-02-23,21:17:13,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,32437664397,Manoj Tiwari,Kotak Mahindra Bank,22000,NEFT
TXN00262,UTR170268954307,2024-02-24,08:39:05,64733283579,Nikhil Sharma,Punjab National Bank,08198427361,Amit Verma,SBI,500,RTGS
TXN01391,UTR162617422651,2024-02-24,18:19:08,68815550998,Poonam Chawla,Punjab National Bank,64281559570,Rohan Kapoor,HDFC Bank,7500,IMPS
TXN01019,UTR324993871693,2024-02-24,18:47:00,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,64281559570,Rohan Kapoor,HDFC Bank,18000,NEFT
TXN00074,UTR400354412179,2024-02-25,11:08:30,18633362450,Ajay Yadav,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,NEFT
TXN00284,UTR556697567461,2024-02-26,16:14:20,08198427361,Amit Verma,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,Cash Deposit
TXN00428,UTR170135432341,2024-02-27,10:06:50,88481678051,Munna Tyagi,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,RTGS
TXN00967,UTR675066487235,2024-02-27,13:44:12,23680352646,Simran Kaur,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,RTGS
TXN00454,UTR209337397333,2024-02-28,13:48:37,88481678051,Munna Tyagi,Punjab National Bank,38708135078,Irfan Ali,Axis Bank,500,RTGS
TXN00308,UTR640757350977,2024-02-28,13:59:37,08198427361,Amit Verma,SBI,68040380973,Sunil Malik,ICICI Bank,2500,NEFT
TXN00708,UTR544884272817,2024-02-29,06:35:21,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,41992454521,Anita Rani,Axis Bank,35000,NEFT
TXN01044,UTR913990261546,2024-02-29,15:46:19,86831863542,Neha Agarwal,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,NEFT
TXN01083,UTR644809536382,2024-02-29,17:18:58,93902439957,Aditya Rathore,Axis Bank,23680352646,Simran Kaur,Kotak Mahindra Bank,1200,NEFT
TXN01223,UTR336819973694,2024-02-29,23:01:57,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,65117077513,Abid Khan,Kotak Mahindra Bank,18000,NEFT
TXN00169,UTR338634321605,2024-03-01,09:02:02,54219677717,Deepak Chaudhary,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,Cash Withdrawal
TXN00841,UTR740271486196,2024-03-01,11:09:58,94695183670,Vivek Malhotra,Axis Bank,05606834229,Lakhan Singh Bhatti,SBI,7500,NEFT
TXN00364,UTR111048349469,2024-03-01,13:31:23,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,80450816830,Chhotu Ansari,SBI,22000,NEFT
TXN00789,UTR381095010363,2024-03-01,21:06:51,35244533458,Sanjay Bhardwaj,Punjab National Bank,32412415786,Rakesh Kumar,SBI,500,UPI
TXN00986,UTR656709199173,2024-03-02,06:36:50,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,23680352646,Simran Kaur,Kotak Mahindra Bank,35000,NEFT
TXN00781,UTR828040424247,2024-03-02,14:39:27,44760461844,Farhan Ahmed,Punjab National Bank,18056893044,Ramesh Chandra Pandey,Punjab National Bank,500,Cash Withdrawal
TXN01322,UTR371389157088,2024-03-02,21:24:24,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,76092570588,Deepak Yadav,SBI,60000,NEFT
TXN00751,UTR159238121820,2024-03-02,23:45:29,78264257436,Naveen Kumar Sharma,SBI,93902439957,Aditya Rathore,Axis Bank,4000,NEFT
TXN01251,UTR204656780796,2024-03-03,16:05:03,64162634588,Rajesh Sinha,SBI,05606834229,Lakhan Singh Bhatti,SBI,2500,UPI
TXN01141,UTR968285381942,2024-03-04,08:55:37,71327117523,Ishita Bose,SBI,64281559570,Rohan Kapoor,HDFC Bank,4000,NEFT
TXN00461,UTR381185867265,2024-03-04,09:31:30,90413217740,Pappu Solanki,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,Cash Withdrawal
TXN00833,UTR986766825892,2024-03-04,17:56:36,36247945967,Rekha Devi,Bank of Baroda,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,Cash Withdrawal
TXN00463,UTR899291512814,2024-03-05,22:07:02,90413217740,Pappu Solanki,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,Cash Deposit
TXN00105,UTR226524321889,2024-03-05,23:42:47,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,55933722348,Vikas Tomar,ICICI Bank,35000,NEFT
TXN01000,UTR394702414242,2024-03-06,08:53:58,64281559570,Rohan Kapoor,HDFC Bank,94695183670,Vivek Malhotra,Axis Bank,2500,IMPS
TXN00202,UTR528687284607,2024-03-06,10:14:11,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,65580053757,Kavita Devi,Bank of Baroda,35000,NEFT
TXN00079,UTR360971704334,2024-03-06,19:18:52,55933722348,Vikas Tomar,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,RTGS
TXN00073,UTR408601373069,2024-03-07,11:37:50,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,18633362450,Ajay Yadav,HDFC Bank,18000,NEFT
TXN00867,UTR859698673389,2024-03-07,15:16:29,94695183670,Vivek Malhotra,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,UPI
TXN01236,UTR585630690529,2024-03-07,20:47:33,64162634588,Rajesh Sinha,SBI,65117077513,Abid Khan,Kotak Mahindra Bank,2500,IMPS
TXN00166,UTR458543284178,2024-03-08,20:27:06,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,54219677717,Deepak Chaudhary,ICICI Bank,22000,NEFT
TXN01131,UTR229045321739,2024-03-08,22:10:08,71327117523,Ishita Bose,SBI,43588299843,Kavya Reddy,HDFC Bank,4000,IMPS
TXN01117,UTR619816421944,2024-03-09,08:34:25,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,93902439957,Aditya Rathore,Axis Bank,60000,NEFT
TXN00138,UTR431636848398,2024-03-09,09:14:11,54219677717,Deepak Chaudhary,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,IMPS
TXN01009,UTR461830866305,2024-03-09,14:28:57,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,64281559570,Rohan Kapoor,HDFC Bank,35000,NEFT
TXN01071,UTR199368415171,2024-03-09,14:37:51,99323421683,Tanvi Joshi,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,Cash Withdrawal
TXN01058,UTR425949285203,2024-03-09,16:27:30,86831863542,Neha Agarwal,Axis Bank,43686792403,Salman Qureshi,SBI,7500,RTGS
TXN01257,UTR141083667078,2024-03-09,20:53:45,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,64162634588,Rajesh Sinha,SBI,60000,NEFT
TXN00828,UTR201593595988,2024-03-10,06:22:12,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,36247945967,Rekha Devi,Bank of Baroda,18000,NEFT
TXN00032,UTR100799092073,2024-03-10,09:03:59,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,68040380973,Sunil Malik,ICICI Bank,35000,NEFT
TXN01180,UTR276533730061,2024-03-10,18:29:29,75073462726,Meera Nair,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,Cash Withdrawal
TXN00281,UTR866413988392,2024-03-10,21:12:10,08198427361,Amit Verma,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,RTGS
TXN00728,UTR145383781797,2024-03-11,07:16:28,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,78264257436,Naveen Kumar Sharma,SBI,45000,NEFT
TXN01166,UTR558353116476,2024-03-11,07:27:21,75073462726,Meera Nair,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,Cash Withdrawal
TXN00529,UTR733581375557,2024-03-11,08:21:32,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,44396022575,Chandu Meena,Axis Bank,35000,NEFT
TXN00869,UTR948658013310,2024-03-11,16:41:57,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,94695183670,Vivek Malhotra,Axis Bank,22000,NEFT
TXN00412,UTR818540474516,2024-03-11,22:53:50,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,05606834229,Lakhan Singh Bhatti,SBI,45000,NEFT
TXN00351,UTR288089787011,2024-03-11,23:18:01,80450816830,Chhotu Ansari,SBI,05606834229,Lakhan Singh Bhatti,SBI,500,IMPS
TXN00832,UTR203911434006,2024-03-11,23:53:08,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,36247945967,Rekha Devi,Bank of Baroda,18000,NEFT
TXN00380,UTR459940133008,2024-03-12,08:01:03,80450816830,Chhotu Ansari,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,RTGS
TXN00266,UTR377017752037,2024-03-12,16:13:59,64733283579,Nikhil Sharma,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,Cash Deposit
TXN00973,UTR812284864387,2024-03-12,17:24:42,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,23680352646,Simran Kaur,Kotak Mahindra Bank,18000,NEFT
TXN01305,UTR355192527864,2024-03-12,17:39:14,76092570588,Deepak Yadav,SBI,88481678051,Munna Tyagi,Punjab National Bank,500,UPI
TXN00257,UTR613376148837,2024-03-12,22:16:00,64733283579,Nikhil Sharma,Punjab National Bank,23680352646,Simran Kaur,Kotak Mahindra Bank,2500,RTGS
TXN00561,UTR345292194787,2024-03-12,22:24:18,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,24798510995,Rustam Ali,Bank of Baroda,22000,NEFT
TXN01050,UTR639296766217,2024-03-13,06:28:06,86831863542,Neha Agarwal,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,Cash Deposit
TXN00278,UTR659668459076,2024-03-13,08:48:18,08198427361,Amit Verma,SBI,44760461844,Farhan Ahmed,Punjab National Bank,7500,IMPS
TXN01416,UTR918194590817,2024-03-13,23:11:40,18633362450,Ajay Yadav,HDFC Bank,55933722348,Vikas Tomar,ICICI Bank,15000,Cash Deposit
TXN01417,UTR494247742641,2024-03-14,12:56:58,55933722348,Vikas Tomar,ICICI Bank,32412415786,Rakesh Kumar,SBI,6000,Cash Deposit
TXN00756,UTR301993975827,2024-03-14,13:33:48,44760461844,Farhan Ahmed,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,Cash Deposit
TXN00157,UTR153352109055,2024-03-14,15:15:10,54219677717,Deepak Chaudhary,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,IMPS
TXN00577,UTR344839384107,2024-03-14,17:42:31,24798510995,Rustam Ali,Bank of Baroda,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,Cash Withdrawal
TXN00802,UTR421105151664,2024-03-14,18:50:50,35244533458,Sanjay Bhardwaj,Punjab National Bank,65580053757,Kavita Devi,Bank of Baroda,500,RTGS
TXN00747,UTR418953026092,2024-03-14,19:52:40,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,78264257436,Naveen Kumar Sharma,SBI,18000,NEFT
TXN00494,UTR922397838302,2024-03-14,23:38:15,90413217740,Pappu Solanki,Kotak Mahindra Bank,82760561101,Guddi Bai,SBI,7500,UPI
TXN00211,UTR477237415740,2024-03-15,06:37:08,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,65580053757,Kavita Devi,Bank of Baroda,22000,NEFT
TXN00906,UTR380146267702,2024-03-15,08:30:13,43588299843,Kavya Reddy,HDFC Bank,64733283579,Nikhil Sharma,Punjab National Bank,500,RTGS
TXN01165,UTR609552688072,2024-03-15,11:11:36,75073462726,Meera Nair,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,UPI
